整理番号,調達機関名,調達機関所在地,調達件名,契約年月日,契約相手方名称,契約相手方所在地,法人番号,落札金額
GOV-TX-013504,財務省,東京都,システム更改に伴う開発業務,2022-04-04,株式会社サイバーコンサルティング,東京都,1234567890123,1270000
GOV-TX-013505,防衛省,東京都,PC端末等の調達,2022-01-22,株式会社大和研究所,東京都,1234567890123,2250000
GOV-TX-013506,財務省,東京都,広報Webサイト制作,2022-09-28,株式会社フロンティアコンサルティング,東京都,1234567890123,4670000
GOV-TX-013507,株式会社サイバーコンサルティング,東京都,ネットワーク機器調達,2023-08-13,株式会社クリエイティブソリューションズ,東京都,1234567890123,1030000
GOV-TX-013508,外務省,東京都,基幹システム保守運用業務,2021-01-01,株式会社サイバーシステムズ,東京都,1234567890123,1510000
GOV-TX-013509,文部科学省,東京都,基幹システム保守運用業務,2024-02-13,株式会社システムコンサルティング,東京都,1234567890123,1490000
GOV-TX-013510,外務省,東京都,データ分析支援業務,2022-07-04,株式会社第一研究所,東京都,1234567890123,1370000
GOV-TX-013511,厚生労働省,東京都,ヘルプデスク運営業務,2021-03-23,株式会社クラウド通信,東京都,1234567890123,1170000
GOV-TX-013512,防衛省,東京都,システム更改に伴う開発業務,2024-01-18,株式会社ベータ研究所,東京都,1234567890123,2410000
GOV-TX-013513,外務省,東京都,ヘルプデスク運営業務,2025-01-23,株式会社グローバルシステムズ,東京都,1234567890123,1540000
GOV-TX-013514,国土交通省,東京都,セキュリティ監査業務,2024-09-12,株式会社アルファ商事,東京都,1234567890123,1260000
GOV-TX-013515,財務省,東京都,システム更改に伴う開発業務,2022-12-22,株式会社グローバル開発,東京都,1234567890123,1700000
GOV-TX-013516,デジタル庁,東京都,AI実証実験システム構築,2022-02-17,株式会社ITサービス,東京都,1234567890123,1180000
GOV-TX-013517,財務省,東京都,AI実証実験システム構築,2023-04-21,株式会社第一ソリューションズ,東京都,1234567890123,1540000
GOV-TX-013518,国土交通省,東京都,ヘルプデスク運営業務,2022-08-02,株式会社AI開発,東京都,1234567890123,1350000
GOV-TX-013519,内閣府,東京都,AI実証実験システム構築,2024-07-11,株式会社ITサービス,東京都,1234567890123,1590000
GOV-TX-013520,厚生労働省,東京都,調査研究委託費,2024-09-04,株式会社グローバル建設,東京都,1234567890123,7930000
GOV-TX-013521,外務省,東京都,ソフトウェアライセンス更新,2023-01-21,（株）データ商事,東京都,1234567890123,1460000
GOV-TX-013522,厚生労働省,東京都,ソフトウェアライセンス更新,2023-01-24,株式会社ベータ商事,東京都,1234567890123,28750000
GOV-TX-013523,文部科学省,東京都,ヘルプデスク運営業務,2024-08-17,株式会社グローバルシステムズ,東京都,1234567890123,2030000
GOV-TX-013524,株式会社ネットワークコンサルティング,東京都,セキュリティ監査業務,2023-06-23,株式会社ソリューションシステムズ,東京都,1234567890123,4020000
GOV-TX-013525,デジタル庁,東京都,クラウド基盤提供サービス,2021-04-30,株式会社ネットワーク開発,東京都,1234567890123,1080000
GOV-TX-013526,総務省,東京都,PC端末等の調達,2024-07-13,株式会社ITサービス,東京都,1234567890123,4250000
GOV-TX-013527,経済産業省,東京都,PC端末等の調達,2025-03-04,株式会社AI通信,東京都,1234567890123,1090000
GOV-TX-013528,株式会社ITサービス,東京都,AI実証実験システム構築,2025-01-30,株式会社グローバルシステムズ,東京都,1234567890123,10870000
GOV-TX-013529,デジタル庁,東京都,データ分析支援業務,2022-08-26,株式会社サイバー商事,東京都,1234567890123,1350000
GOV-TX-013530,総務省,東京都,ソフトウェアライセンス更新,2025-03-05,株式会社ベータ建設,東京都,1234567890123,1510000
GOV-TX-013531,デジタル庁,東京都,システム更改に伴う開発業務,2020-07-30,株式会社フロンティアコンサルティング,東京都,1234567890123,6640000
GOV-TX-013532,デジタル庁,東京都,調査研究委託費,2025-03-08,株式会社クリエイティブ建設,東京都,1234567890123,2270000
GOV-TX-013533,株式会社大和システムズ,東京都,ヘルプデスク運営業務,2025-02-09,（株）第一システムズ,東京都,1234567890123,1700000
GOV-TX-013534,国土交通省,東京都,ソフトウェアライセンス更新,2023-08-05,株式会社テクノ通信,東京都,1234567890123,1530000
GOV-TX-013535,外務省,東京都,データ分析支援業務,2024-11-19,株式会社オメガ建設,東京都,1234567890123,1080000
GOV-TX-013536,外務省,東京都,セキュリティ監査業務,2024-07-16,株式会社クラウドコンサルティング,東京都,1234567890123,4210000
GOV-TX-013537,株式会社IT開発,東京都,ネットワーク機器調達,2021-07-21,株式会社データ建設,東京都,1234567890123,1620000
GOV-TX-013538,株式会社ネットワークコンサルティング,東京都,セキュリティ監査業務,2023-01-26,株式会社ソリューションソリューションズ,東京都,1234567890123,2430000
GOV-TX-013539,財務省,東京都,AI実証実験システム構築,2021-09-28,株式会社データ研究所,東京都,1234567890123,3830000
GOV-TX-013540,防衛省,東京都,ソフトウェアライセンス更新,2022-07-05,株式会社シグマ通信,東京都,1234567890123,1300000
GOV-TX-013541,外務省,東京都,ネットワーク機器調達,2020-11-30,株式会社ネットワーク研究所,東京都,1234567890123,1030000
GOV-TX-013542,外務省,東京都,ネットワーク機器調達,2023-02-05,株式会社シグマ通信,東京都,1234567890123,1090000
GOV-TX-013543,総務省,東京都,セキュリティ監査業務,2024-08-05,株式会社テクノ開発,東京都,1234567890123,1300000
GOV-TX-013544,株式会社AI通信,東京都,クラウド基盤提供サービス,2022-03-28,株式会社グローバル建設,東京都,1234567890123,1380000
GOV-TX-013545,デジタル庁,東京都,ヘルプデスク運営業務,2020-08-29,富士通株式会社,東京都,1234567890123,1360000
GOV-TX-013546,株式会社AI通信,東京都,クラウド基盤提供サービス,2020-06-13,株式会社フロンティアコンサルティング,東京都,1234567890123,2930000
GOV-TX-013547,経済産業省,東京都,ソフトウェアライセンス更新,2022-03-22,株式会社総合サービス,東京都,1234567890123,1470000
GOV-TX-013548,株式会社フロンティア通信,東京都,ソフトウェアライセンス更新,2024-07-17,株式会社グローバル商事,東京都,1234567890123,1140000
GOV-TX-013549,経済産業省,東京都,AI実証実験システム構築,2021-04-07,株式会社オメガ通信,東京都,1234567890123,9490000
GOV-TX-013550,総務省,東京都,ソフトウェアライセンス更新,2020-08-22,株式会社総合通信,東京都,1234567890123,1580000
GOV-TX-013551,国土交通省,東京都,システム更改に伴う開発業務,2023-07-20,株式会社データ商事,東京都,1234567890123,1170000
GOV-TX-013552,外務省,東京都,セキュリティ監査業務,2024-04-27,株式会社シグマ商事,東京都,1234567890123,1980000
GOV-TX-013553,厚生労働省,東京都,ヘルプデスク運営業務,2022-03-09,伊藤忠テクノソリューションズ,東京都,1234567890123,5450000
GOV-TX-013554,国土交通省,東京都,データ分析支援業務,2021-05-22,株式会社IT通信,東京都,1234567890123,2050000
GOV-TX-013555,デジタル庁,東京都,クラウド基盤提供サービス,2021-02-08,株式会社ベータ開発,東京都,1234567890123,2440000
GOV-TX-013556,防衛省,東京都,セキュリティ監査業務,2023-04-26,株式会社大和通信,東京都,1234567890123,1070000
GOV-TX-013557,株式会社グローバル通信,東京都,基幹システム保守運用業務,2024-10-27,株式会社データ研究所,東京都,1234567890123,4530000
GOV-TX-013558,株式会社サイバーコンサルティング,東京都,ソフトウェアライセンス更新,2020-07-25,株式会社日本システムズ,東京都,1234567890123,16060000
GOV-TX-013559,外務省,東京都,クラウド基盤提供サービス,2023-10-16,株式会社ネットワークコンサルティング,東京都,1234567890123,2130000
GOV-TX-013560,株式会社テクノ建設,東京都,システム更改に伴う開発業務,2021-09-17,株式会社第一開発,東京都,1234567890123,1910000
GOV-TX-013561,厚生労働省,東京都,AI実証実験システム構築,2020-09-12,株式会社グローバル通信,東京都,1234567890123,1010000
GOV-TX-013562,総務省,東京都,システム更改に伴う開発業務,2023-10-17,株式会社シグマ建設,東京都,1234567890123,1160000
GOV-TX-013563,デジタル庁,東京都,ネットワーク機器調達,2024-01-18,株式会社アルファ建設,東京都,1234567890123,1070000
GOV-TX-013564,株式会社ベータ建設,東京都,基幹システム保守運用業務,2020-08-05,株式会社第一ソリューションズ,東京都,1234567890123,1500000
GOV-TX-013565,内閣府,東京都,PC端末等の調達,2023-05-04,株式会社グローバル通信,東京都,1234567890123,2080000
GOV-TX-013566,株式会社システムサービス,東京都,AI実証実験システム構築,2024-01-12,株式会社ネットワーク通信,東京都,1234567890123,1620000
GOV-TX-013567,外務省,東京都,PC端末等の調達,2023-08-30,株式会社クラウドサービス,東京都,1234567890123,2390000
GOV-TX-013568,文部科学省,東京都,基幹システム保守運用業務,2021-05-31,株式会社総合開発,東京都,1234567890123,2140000
GOV-TX-013569,経済産業省,東京都,データ分析支援業務,2020-11-04,株式会社日本サービス,東京都,1234567890123,1160000
GOV-TX-013570,文部科学省,東京都,ネットワーク機器調達,2024-06-01,株式会社オメガシステムズ,東京都,1234567890123,1650000
GOV-TX-013571,厚生労働省,東京都,PC端末等の調達,2020-12-16,株式会社フロンティアソリューションズ,東京都,1234567890123,13780000
GOV-TX-013572,デジタル庁,東京都,AI実証実験システム構築,2023-10-16,株式会社システム開発,東京都,1234567890123,1260000
GOV-TX-013573,株式会社ベータコンサルティング,東京都,ソフトウェアライセンス更新,2024-02-28,株式会社IT研究所,東京都,1234567890123,1830000
GOV-TX-013574,デジタル庁,東京都,ヘルプデスク運営業務,2023-05-27,株式会社クラウドソリューションズ,東京都,1234567890123,66420000
GOV-TX-013575,文部科学省,東京都,ソフトウェアライセンス更新,2021-03-31,株式会社ソリューション商事,東京都,1234567890123,1150000
GOV-TX-013576,防衛省,東京都,広報Webサイト制作,2022-04-27,株式会社ネットワーク商事,東京都,1234567890123,1100000
GOV-TX-013577,経済産業省,東京都,ソフトウェアライセンス更新,2023-07-10,株式会社テクノ研究所,東京都,1234567890123,3200000
GOV-TX-013578,株式会社ネットワーク研究所,東京都,広報Webサイト制作,2023-02-26,株式会社オメガ研究所,東京都,1234567890123,1920000
GOV-TX-013579,内閣府,東京都,システム更改に伴う開発業務,2024-09-03,株式会社データコンサルティング,東京都,1234567890123,1880000
GOV-TX-013580,デジタル庁,東京都,ネットワーク機器調達,2024-12-08,株式会社オメガソリューションズ,東京都,1234567890123,1170000
GOV-TX-013581,厚生労働省,東京都,AI実証実験システム構築,2024-05-29,株式会社日本研究所,東京都,1234567890123,1330000
GOV-TX-013582,厚生労働省,東京都,調査研究委託費,2023-02-05,株式会社第一コンサルティング,東京都,1234567890123,2100000
GOV-TX-013583,財務省,東京都,ヘルプデスク運営業務,2022-01-08,伊藤忠テクノソリューションズ,東京都,1234567890123,2660000
GOV-TX-013584,デジタル庁,東京都,基幹システム保守運用業務,2021-03-01,株式会社ネットワーク通信,東京都,1234567890123,1240000
GOV-TX-013585,財務省,東京都,クラウド基盤提供サービス,2021-03-10,株式会社第一コンサルティング,東京都,1234567890123,1180000
GOV-TX-013586,デジタル庁,東京都,セキュリティ監査業務,2024-02-02,株式会社グローバルサービス,東京都,1234567890123,6210000
GOV-TX-013587,株式会社アルファコンサルティング,東京都,PC端末等の調達,2020-08-10,株式会社テクノコンサルティング,東京都,1234567890123,1410000
GOV-TX-013588,防衛省,東京都,基幹システム保守運用業務,2021-07-08,株式会社アルファ建設,東京都,1234567890123,2370000
GOV-TX-013589,厚生労働省,東京都,クラウド基盤提供サービス,2024-05-21,株式会社データシステムズ,東京都,1234567890123,1450000
GOV-TX-013590,デジタル庁,東京都,ヘルプデスク運営業務,2023-04-02,株式会社IT研究所,東京都,1234567890123,1090000
GOV-TX-013591,外務省,東京都,データ分析支援業務,2023-02-14,株式会社日本コンサルティング,東京都,1234567890123,2210000
GOV-TX-013592,株式会社ITサービス,東京都,基幹システム保守運用業務,2021-05-30,株式会社テクノ研究所,東京都,1234567890123,2700000
GOV-TX-013593,財務省,東京都,クラウド基盤提供サービス,2024-11-06,株式会社日本コンサルティング,東京都,1234567890123,2100000
GOV-TX-013594,外務省,東京都,データ分析支援業務,2020-11-12,株式会社オメガ通信,東京都,1234567890123,3840000
GOV-TX-013595,株式会社AI建設,東京都,ネットワーク機器調達,2020-04-16,株式会社AI通信,東京都,1234567890123,2530000
GOV-TX-013596,株式会社第一ソリューションズ,東京都,ソフトウェアライセンス更新,2024-01-27,株式会社テクノサービス,東京都,1234567890123,1540000
GOV-TX-013597,外務省,東京都,PC端末等の調達,2023-06-21,（株）グローバルサービス,東京都,1234567890123,1500000
GOV-TX-013598,財務省,東京都,ヘルプデスク運営業務,2021-02-26,株式会社ネットワークシステムズ,東京都,1234567890123,3060000
GOV-TX-013599,文部科学省,東京都,広報Webサイト制作,2020-04-12,株式会社クラウド商事,東京都,1234567890123,1720000
GOV-TX-013600,内閣府,東京都,システム更改に伴う開発業務,2022-10-27,株式会社シグマサービス,東京都,1234567890123,3280000
GOV-TX-013601,財務省,東京都,ソフトウェアライセンス更新,2021-01-29,株式会社日本研究所,東京都,1234567890123,1460000
GOV-TX-013602,株式会社データ商事,東京都,調査研究委託費,2024-03-12,（株）データコンサルティング,東京都,1234567890123,1090000
GOV-TX-013603,株式会社AI研究所,東京都,ネットワーク機器調達,2024-03-20,（株）フロンティアソリューションズ,東京都,1234567890123,4050000
GOV-TX-013604,株式会社ソリューションソリューションズ,東京都,PC端末等の調達,2022-01-12,株式会社クリエイティブ研究所,東京都,1234567890123,1110000
GOV-TX-013605,デジタル庁,東京都,ヘルプデスク運営業務,2024-04-20,株式会社クリエイティブ商事,東京都,1234567890123,1430000
GOV-TX-013606,株式会社オメガソリューションズ,東京都,クラウド基盤提供サービス,2024-09-18,株式会社シグマ通信,東京都,1234567890123,1130000
GOV-TX-013607,文部科学省,東京都,広報Webサイト制作,2021-12-16,（株）サイバーコンサルティング,東京都,1234567890123,1140000
GOV-TX-013608,文部科学省,東京都,クラウド基盤提供サービス,2023-09-09,株式会社クラウドシステムズ,東京都,1234567890123,1710000
GOV-TX-013609,総務省,東京都,ソフトウェアライセンス更新,2023-12-05,株式会社第一開発,東京都,1234567890123,1290000
GOV-TX-013610,デジタル庁,東京都,データ分析支援業務,2021-03-18,株式会社AIシステムズ,東京都,1234567890123,3000000
GOV-TX-013611,株式会社システムシステムズ,東京都,システム更改に伴う開発業務,2024-08-25,株式会社ネットワークシステムズ,東京都,1234567890123,1030000
GOV-TX-013612,国土交通省,東京都,ヘルプデスク運営業務,2022-07-14,株式会社総合商事,東京都,1234567890123,1380000
GOV-TX-013613,経済産業省,東京都,ヘルプデスク運営業務,2020-11-16,株式会社グローバルサービス,東京都,1234567890123,1230000
GOV-TX-013614,株式会社ネットワーク通信,東京都,PC端末等の調達,2023-06-25,株式会社システム通信,東京都,1234567890123,1200000
GOV-TX-013615,厚生労働省,東京都,データ分析支援業務,2022-06-27,株式会社シグマ研究所,東京都,1234567890123,1070000
GOV-TX-013616,外務省,東京都,データ分析支援業務,2020-06-27,株式会社グローバルソリューションズ,東京都,1234567890123,1350000
GOV-TX-013617,厚生労働省,東京都,セキュリティ監査業務,2024-04-20,（株）第一建設,東京都,1234567890123,1770000
GOV-TX-013618,株式会社データサービス,東京都,基幹システム保守運用業務,2023-11-18,株式会社第一開発,東京都,1234567890123,2640000
GOV-TX-013619,財務省,東京都,システム更改に伴う開発業務,2021-07-25,株式会社テクノ通信,東京都,1234567890123,2810000
GOV-TX-013620,文部科学省,東京都,システム更改に伴う開発業務,2021-01-19,株式会社AI研究所,東京都,1234567890123,1040000
GOV-TX-013621,外務省,東京都,データ分析支援業務,2021-11-27,（株）日本サービス,東京都,1234567890123,5150000
GOV-TX-013622,厚生労働省,東京都,調査研究委託費,2024-04-28,株式会社ベータコンサルティング,東京都,1234567890123,1520000
GOV-TX-013623,株式会社ベータコンサルティング,東京都,調査研究委託費,2022-01-07,株式会社ネットワークコンサルティング,東京都,1234567890123,1960000
GOV-TX-013624,文部科学省,東京都,セキュリティ監査業務,2023-12-11,株式会社ベータ建設,東京都,1234567890123,1280000
GOV-TX-013625,外務省,東京都,PC端末等の調達,2022-01-01,株式会社ベータ商事,東京都,1234567890123,4080000
GOV-TX-013626,株式会社ソリューション商事,東京都,クラウド基盤提供サービス,2022-08-04,株式会社アルファ商事,東京都,1234567890123,5390000
GOV-TX-013627,外務省,東京都,データ分析支援業務,2022-11-07,株式会社ソリューションソリューションズ,東京都,1234567890123,3440000
GOV-TX-013628,株式会社データソリューションズ,東京都,基幹システム保守運用業務,2021-04-14,（株）IT建設,東京都,1234567890123,3090000
GOV-TX-013629,文部科学省,東京都,システム更改に伴う開発業務,2022-05-10,株式会社シグマサービス,東京都,1234567890123,1580000
GOV-TX-013630,株式会社日本コンサルティング,東京都,調査研究委託費,2024-09-22,株式会社大和研究所,東京都,1234567890123,1080000
GOV-TX-013631,総務省,東京都,セキュリティ監査業務,2023-05-11,（株）フロンティアシステムズ,東京都,1234567890123,1230000
GOV-TX-013632,国土交通省,東京都,システム更改に伴う開発業務,2020-10-03,株式会社アルファソリューションズ,東京都,1234567890123,1310000
GOV-TX-013633,外務省,東京都,データ分析支援業務,2024-11-06,株式会社クリエイティブ研究所,東京都,1234567890123,2640000
GOV-TX-013634,外務省,東京都,基幹システム保守運用業務,2020-07-08,株式会社大和通信,東京都,1234567890123,2640000
GOV-TX-013635,総務省,東京都,ヘルプデスク運営業務,2024-07-23,株式会社大和商事,東京都,1234567890123,3280000
GOV-TX-013636,内閣府,東京都,システム更改に伴う開発業務,2023-10-24,株式会社グローバルソリューションズ,東京都,1234567890123,10610000
GOV-TX-013637,国土交通省,東京都,データ分析支援業務,2021-12-20,株式会社AI開発,東京都,1234567890123,1550000
GOV-TX-013638,外務省,東京都,クラウド基盤提供サービス,2023-04-28,株式会社シグマ開発,東京都,1234567890123,1570000
GOV-TX-013639,財務省,東京都,クラウド基盤提供サービス,2021-07-30,株式会社大和システムズ,東京都,1234567890123,1110000
GOV-TX-013640,厚生労働省,東京都,ヘルプデスク運営業務,2023-08-14,株式会社ベータコンサルティング,東京都,1234567890123,1650000
GOV-TX-013641,株式会社ベータ開発,東京都,PC端末等の調達,2024-05-15,株式会社AIソリューションズ,東京都,1234567890123,1530000
GOV-TX-013642,文部科学省,東京都,PC端末等の調達,2022-02-15,株式会社クリエイティブコンサルティング,東京都,1234567890123,2010000
GOV-TX-013643,総務省,東京都,広報Webサイト制作,2024-11-04,株式会社大和開発,東京都,1234567890123,1860000
GOV-TX-013644,国土交通省,東京都,基幹システム保守運用業務,2022-06-22,株式会社システムシステムズ,東京都,1234567890123,1820000
GOV-TX-013645,文部科学省,東京都,クラウド基盤提供サービス,2023-05-25,株式会社データ研究所,東京都,1234567890123,1560000
GOV-TX-013646,経済産業省,東京都,クラウド基盤提供サービス,2022-08-04,株式会社第一建設,東京都,1234567890123,2800000
GOV-TX-013647,株式会社サイバー開発,東京都,クラウド基盤提供サービス,2022-08-25,（株）第一システムズ,東京都,1234567890123,2540000
GOV-TX-013648,総務省,東京都,AI実証実験システム構築,2023-08-25,株式会社クリエイティブソリューションズ,東京都,1234567890123,2170000
GOV-TX-013649,デジタル庁,東京都,調査研究委託費,2021-04-03,株式会社テクノ建設,東京都,1234567890123,2020000
GOV-TX-013650,株式会社AI研究所,東京都,セキュリティ監査業務,2020-04-10,株式会社クリエイティブソリューションズ,東京都,1234567890123,1200000
GOV-TX-013651,厚生労働省,東京都,クラウド基盤提供サービス,2020-12-15,株式会社データコンサルティング,東京都,1234567890123,5740000
GOV-TX-013652,文部科学省,東京都,基幹システム保守運用業務,2021-10-01,（株）クラウドシステムズ,東京都,1234567890123,1480000
GOV-TX-013653,厚生労働省,東京都,ヘルプデスク運営業務,2023-08-31,株式会社グローバル通信,東京都,1234567890123,2530000
GOV-TX-013654,文部科学省,東京都,ネットワーク機器調達,2024-06-03,株式会社総合建設,東京都,1234567890123,1280000
GOV-TX-013655,財務省,東京都,ヘルプデスク運営業務,2022-03-11,（株）オメガ通信,東京都,1234567890123,1220000
GOV-TX-013656,内閣府,東京都,広報Webサイト制作,2020-09-24,株式会社サイバー建設,東京都,1234567890123,1010000
GOV-TX-013657,経済産業省,東京都,セキュリティ監査業務,2024-09-20,株式会社データ研究所,東京都,1234567890123,1030000
GOV-TX-013658,株式会社データ開発,東京都,ヘルプデスク運営業務,2023-03-30,株式会社第一研究所,東京都,1234567890123,1600000
GOV-TX-013659,外務省,東京都,クラウド基盤提供サービス,2021-09-16,（株）アルファサービス,東京都,1234567890123,2300000
GOV-TX-013660,財務省,東京都,調査研究委託費,2020-06-08,（株）テクノソリューションズ,東京都,1234567890123,3240000
GOV-TX-013661,経済産業省,東京都,PC端末等の調達,2022-06-16,株式会社グローバル開発,東京都,1234567890123,12000000
GOV-TX-013662,外務省,東京都,ヘルプデスク運営業務,2023-02-01,株式会社グローバル通信,東京都,1234567890123,1100000
GOV-TX-013663,内閣府,東京都,システム更改に伴う開発業務,2020-12-19,株式会社AI開発,東京都,1234567890123,1360000
GOV-TX-013664,外務省,東京都,ネットワーク機器調達,2022-08-11,株式会社グローバル建設,東京都,1234567890123,1080000
GOV-TX-013665,厚生労働省,東京都,ソフトウェアライセンス更新,2022-08-24,株式会社大和研究所,東京都,1234567890123,1380000
GOV-TX-013666,防衛省,東京都,セキュリティ監査業務,2024-03-13,日本電気株式会社(NEC),東京都,1234567890123,3030000
GOV-TX-013667,外務省,東京都,広報Webサイト制作,2024-02-15,株式会社フロンティア建設,東京都,1234567890123,1670000
GOV-TX-013668,文部科学省,東京都,セキュリティ監査業務,2021-05-27,株式会社グローバル開発,東京都,1234567890123,1350000
GOV-TX-013669,文部科学省,東京都,ヘルプデスク運営業務,2024-11-22,株式会社シグマサービス,東京都,1234567890123,1020000
GOV-TX-013670,株式会社ベータサービス,東京都,調査研究委託費,2021-08-06,株式会社ベータ建設,東京都,1234567890123,1320000
GOV-TX-013671,株式会社グローバルソリューションズ,東京都,セキュリティ監査業務,2023-04-02,株式会社データシステムズ,東京都,1234567890123,1630000
GOV-TX-013672,株式会社ソリューション商事,東京都,調査研究委託費,2020-08-03,富士通株式会社,東京都,1234567890123,1160000
GOV-TX-013673,厚生労働省,東京都,ヘルプデスク運営業務,2022-09-27,株式会社ベータシステムズ,東京都,1234567890123,1010000
GOV-TX-013674,株式会社IT商事,東京都,AI実証実験システム構築,2023-06-02,株式会社日本システムズ,東京都,1234567890123,3310000
GOV-TX-013675,内閣府,東京都,ソフトウェアライセンス更新,2024-06-23,株式会社総合サービス,東京都,1234567890123,1610000
GOV-TX-013676,財務省,東京都,広報Webサイト制作,2024-10-02,株式会社ソリューション商事,東京都,1234567890123,3190000
GOV-TX-013677,財務省,東京都,ソフトウェアライセンス更新,2025-02-07,株式会社クラウドソリューションズ,東京都,1234567890123,1790000
GOV-TX-013678,内閣府,東京都,調査研究委託費,2023-02-10,株式会社ベータ開発,東京都,1234567890123,1200000
GOV-TX-013679,総務省,東京都,ヘルプデスク運営業務,2021-05-04,株式会社大和商事,東京都,1234567890123,1420000
GOV-TX-013680,総務省,東京都,基幹システム保守運用業務,2021-10-16,株式会社データソリューションズ,東京都,1234567890123,1220000
GOV-TX-013681,内閣府,東京都,データ分析支援業務,2022-05-11,株式会社ソリューションコンサルティング,東京都,1234567890123,4570000
GOV-TX-013682,防衛省,東京都,PC端末等の調達,2022-01-31,株式会社ITサービス,東京都,1234567890123,3150000
GOV-TX-013683,防衛省,東京都,ネットワーク機器調達,2023-02-27,株式会社アルファサービス,東京都,1234567890123,1500000
GOV-TX-013684,経済産業省,東京都,セキュリティ監査業務,2020-07-08,株式会社ネットワーク開発,東京都,1234567890123,3890000
GOV-TX-013685,防衛省,東京都,ネットワーク機器調達,2020-05-14,株式会社クリエイティブ通信,東京都,1234567890123,1470000
GOV-TX-013686,株式会社クリエイティブ研究所,東京都,データ分析支援業務,2021-11-13,株式会社システム商事,東京都,1234567890123,1230000
GOV-TX-013687,財務省,東京都,ネットワーク機器調達,2020-08-26,株式会社オメガシステムズ,東京都,1234567890123,1150000
GOV-TX-013688,防衛省,東京都,基幹システム保守運用業務,2021-07-31,株式会社オメガサービス,東京都,1234567890123,3440000
GOV-TX-013689,デジタル庁,東京都,AI実証実験システム構築,2024-09-15,株式会社システム開発,東京都,1234567890123,1670000
GOV-TX-013690,総務省,東京都,ソフトウェアライセンス更新,2024-12-21,株式会社フロンティア通信,東京都,1234567890123,1650000
GOV-TX-013691,デジタル庁,東京都,セキュリティ監査業務,2022-04-30,株式会社サイバーシステムズ,東京都,1234567890123,2620000
GOV-TX-013692,株式会社フロンティア建設,東京都,調査研究委託費,2021-03-09,株式会社サイバー通信,東京都,1234567890123,1690000
GOV-TX-013693,外務省,東京都,AI実証実験システム構築,2023-02-19,株式会社グローバル通信,東京都,1234567890123,1180000
GOV-TX-013694,株式会社総合サービス,東京都,ソフトウェアライセンス更新,2023-08-04,株式会社アルファシステムズ,東京都,1234567890123,2170000
GOV-TX-013695,株式会社フロンティアサービス,東京都,AI実証実験システム構築,2020-05-22,株式会社AIシステムズ,東京都,1234567890123,2170000
GOV-TX-013696,財務省,東京都,AI実証実験システム構築,2024-03-10,（株）テクノサービス,東京都,1234567890123,2220000
GOV-TX-013697,内閣府,東京都,ソフトウェアライセンス更新,2023-11-05,株式会社アルファ研究所,東京都,1234567890123,1060000
GOV-TX-013698,文部科学省,東京都,クラウド基盤提供サービス,2024-04-24,（株）ITシステムズ,東京都,1234567890123,1840000
GOV-TX-013699,文部科学省,東京都,基幹システム保守運用業務,2021-12-19,株式会社オメガ商事,東京都,1234567890123,2110000
GOV-TX-013700,厚生労働省,東京都,ソフトウェアライセンス更新,2023-11-03,株式会社サイバーシステムズ,東京都,1234567890123,7120000
GOV-TX-013701,内閣府,東京都,PC端末等の調達,2021-10-29,株式会社ベータソリューションズ,東京都,1234567890123,6790000
GOV-TX-013702,経済産業省,東京都,システム更改に伴う開発業務,2024-08-13,株式会社クリエイティブソリューションズ,東京都,1234567890123,2220000
GOV-TX-013703,総務省,東京都,PC端末等の調達,2022-08-11,株式会社システムソリューションズ,東京都,1234567890123,1730000
GOV-TX-013704,外務省,東京都,AI実証実験システム構築,2024-08-05,（株）ベータ通信,東京都,1234567890123,1780000
GOV-TX-013705,文部科学省,東京都,PC端末等の調達,2023-07-10,株式会社クリエイティブ通信,東京都,1234567890123,2700000
GOV-TX-013706,総務省,東京都,セキュリティ監査業務,2022-12-01,株式会社オメガ建設,東京都,1234567890123,2290000
GOV-TX-013707,内閣府,東京都,広報Webサイト制作,2025-02-11,株式会社AIコンサルティング,東京都,1234567890123,33380000
GOV-TX-013708,文部科学省,東京都,ヘルプデスク運営業務,2023-09-07,株式会社日本商事,東京都,1234567890123,1190000
GOV-TX-013709,国土交通省,東京都,ソフトウェアライセンス更新,2024-12-09,株式会社クリエイティブコンサルティング,東京都,1234567890123,1660000
GOV-TX-013710,財務省,東京都,セキュリティ監査業務,2025-03-30,株式会社大和開発,東京都,1234567890123,1200000
GOV-TX-013711,厚生労働省,東京都,調査研究委託費,2020-06-22,株式会社フロンティア開発,東京都,1234567890123,1950000
GOV-TX-013712,防衛省,東京都,システム更改に伴う開発業務,2022-09-03,株式会社サイバー通信,東京都,1234567890123,1310000
GOV-TX-013713,外務省,東京都,調査研究委託費,2023-02-01,株式会社シグマ開発,東京都,1234567890123,1750000
GOV-TX-013714,デジタル庁,東京都,調査研究委託費,2024-05-12,株式会社シグマ研究所,東京都,1234567890123,305640000
GOV-TX-013715,財務省,東京都,ネットワーク機器調達,2022-04-02,（株）システム通信,東京都,1234567890123,1010000
GOV-TX-013716,株式会社総合通信,東京都,AI実証実験システム構築,2024-07-06,株式会社ITソリューションズ,東京都,1234567890123,1080000
GOV-TX-013717,厚生労働省,東京都,調査研究委託費,2023-03-27,株式会社クラウドサービス,東京都,1234567890123,1500000
GOV-TX-013718,内閣府,東京都,ネットワーク機器調達,2020-09-03,株式会社シグマ研究所,東京都,1234567890123,6660000
